ort_id,Place,Name Variant,Diocese,Institution,Office,Column_num,Reference
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,eccl. s. Adalberti,prepos.,239,
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,eccl. s. Adalberti,can.,239,
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,eccl. s. Marie,,54,
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,eccl. s. Marie,prepos.,"107, 161, 179, 256",
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,eccl. s. Marie,decan.,"6, 137",
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,eccl. s. Marie,cantor.,325,
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,eccl. s. Marie,archipresbyt.,183,
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,eccl. s. Marie,dign.,"166, 313",
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,eccl. s. Marie,can.,"7, 57, 137, 157, 161, 166, 194, 204, 258, 303, 325, 354, 355",
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,eccl. s. Marie,capit.,"107, 161, 179, 256",
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,eccl. s. Marie,vic.,"159, 326",
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,eccl. s. Marie,capel.,159,
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,par. eccl. s. Flori,,217,
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,par. eccl. b. Marie,,239,
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,capel. s. Salvatoris,,325,
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,dom. ord. Carmelit.,,133,
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,dom. s. Egidii ord. b. Marie Theuton.,,325,
10300001,Aachen,"Aquisgran., Aquen.",Leod. dioc.,,opid.,"54, 217",
10300002,Aalen,Aulon,August. dioc.,par. eccl.,,5,
10300003,Aargau,Ergoye,Const. dioc.,,archidiacon.,94,
10300004,Abcoude,,Traiect. dioc.,,dominus loci,368,
10300005,Abstetten,Absteten,Patav. dioc.,par. eccl.,,"76, 358",
10300006,Acco,Acconen.,,,ep.,"94, 168",
10300008,Adensen,"Adenoys, Andenois",Minden. dioc.,par. eccl.,,"361, 376",
10300011,Admont,,Salzb. dioc.,mon. o. s. B.,,353,
10300011,Admont,,Salzb. dioc.,mon. o. s. B.,abb.,353,
10300012,Adorf,,Nuemb. dioc.,,castrum,13,
10300013,Adriach,,Salzb. dioc.,par. eccl.,,"339, 340",
10300014,Adwert,"Adewert, Adewoert",Monast. dioc.,mon. Cist. ord.,monach,"148, 160",
10300016,Affenhausen,Affhausen,Patav. dioc.,par. eccl.,,353,
10300018,Agde,Agaten.,,eccl.,prepos.,300,
10300019,St. Ägyden bei Steinbrück,Raczach,Aquil. dioc.,par. eccl.,,313,
10300020,Ägina,Egninen.,,,ep.,363,
10300021,Agneyum,,? Meten. dioc.,,priorat. o. s. B.,312,
10300022,Agram,Zagabien.,,,ep.,284,
10300022,Agram,Zagabien.,,eccl.,can.,284,
10300022,Agram,Zagabien.,,,dioc.,247,
10300023,Aholming,Ohalming,Patav. dioc.,par. eccl.,,385,
10300024,Aich,Aych,Aquil. dioc.,par. eccl.,,243,
10300025,Aiterhofen,,Ratisp. dioc.,par. eccl.,,284,
10300026,Aix,Aquen.,,,dioc.,208,
10300029,Albano,Albanen.,,,ep.,201,
10300030,Albeins,,Brixin. dioc.,par. eccl.,,119,
10300031,Albicastren,,,,ep.,370,
10300032,Albrechtsberg,Albrechtzperg,Patav. dioc.,par. eccl. s. Laurentii,,359,
10300036,Alet,Electen.,,,ep.,"162, 357",
10300037,Alexandrien,Alexandria,,,op.,305,
10300038,Alfeld,Auelden.,Hildesem. dioc.,capel. s. Spiritus,,265,
10300039,Algesheim,"Algisheim, Algensheim",Magunt. dioc.,par. eccl.,,274,
10300039,Algesheim,"Algisheim, Algensheim",Magunt. dioc.,,campanaria,117,
10300040,Alkmaar,Alcmaria,Traiect. dioc.,eccl. secul.,abbat.,264,
10300040,Alkmaar,Alcmaria,Traiect. dioc.,par. eccl.,,"136, 137",
10300041,Allerheiligen,Omniusanctorum,Wratisl. dioc.,par. eccl. Omniusanctorum,,"284, 29",
10300042,Almkerk,Almkerc,Traiect. dioc.,par. eccl.,,372,
10300045,Altdamm,? Damnis,Camin. dioc.,par. eccl. s. Nicolai,,147,
10300047,Altdorf,,Argent. dioc.,mon. o. s. B.,monach.,220,
10300047,Altdorf,Altdorff al. Engenpach,Ratisp. dioc.,par. eccl.,,91,
10300048,Altenburg,Aldenburg,Nuemb. dioc.,eccl. b. Marie Virg. in castro,,46,
10300048,Altenburg,Aldenburg,Nuemb. dioc.,eccl. b. Marie Virg. in castro,prepos.,112,
10300048,Altenburg,Aldenburg,Nuemb. dioc.,capel. s. Georgii in castro,,46,
10300049,Altenmünster,de Hayaualteri al. d. Altomonasterio,Const. dioc.,par. eccl.,,327,
10300051,Altstetten,Altsteten,Const. dioc.,eccl. filialis,,140,
10300052,Alvensleben,Aluenzleue,Halberst. dioc.,capel.,,143,
10300053,Alzei,"Alzeya, Altzeia",Magunt. dioc.,dom. s. Antonii o. s. A.,preceptor,"228, 308",
10300054,St. Amarin,de Sanctoameri(a)n,Basil. dioc.,eccl. s. Amerini,prepos.,"73, 237",
10300054,St. Amarin,de Sanctoameri(a)n,Basil. dioc.,eccl. s. Amerini,can.,73,
10300054,St. Amarin,de Sanctoameri(a)n,Basil. dioc.,eccl. s. Amerini,capit.,237,
10300055,Amatia,,,,advocatus,61,
10300056,Amberg,Amberga,Ratisp. dioc.,,vicedominus,205,
10300057,Amersfoort,Amersforden.,Traiect. dioc.,eccl. s. Georgii,can.,"159, 162, 224",
10300058,Amoeneburg,Ameneburg,Magunt. dioc.,eccl.,scolast.,163,
10300058,Amoeneburg,Ameneburg,Magunt. dioc.,eccl.,can.,163,
10300059,Amsterdam,Aemsterdam,Traiect. dioc.,par. eccl.,,"62, 373",
10300059,Amsterdam,Aemsterdam,Traiect. dioc.,Nieuwe-Zijdskapel (Heiligestede),,373,
10300065,Andernach,Andernacen.,Trev. dioc.,capel. s. Michaelis,,227,
10300067,Andlau,"Andello, Andelacen., Vallis-andelache",Argent. dioc.,mon. nullius ord.,monialis,272,
10300067,Andlau,"Andello, Andelacen., Vallis-andelache",Argent. dioc.,mon. nullius ord.,alt. in eccl.,43,
10300069,Angelsdorf,Angelstorp,Colon. dioc.,par. eccl.,,319,
10300070,Angers,Andegavien.,,,dioc.,314,
10300072,St. Anne,,? Msn. dioc.,capel. s. Anne hosp. paup.,,245,
10300073,Ansbach,"Onelspach, Onalspacen.",Her-bipol. dioc.,eccl. s. Gumperti,,297,
10300073,Ansbach,"Onelspach, Onalspacen.",Her-bipol. dioc.,eccl. s. Gumperti,decan.,87,
10300073,Ansbach,"Onelspach, Onalspacen.",Her-bipol. dioc.,eccl. s. Gumperti,can.,"87, 92, 120, 165, 181, 311, 334, 346, 349, 400",
10300073,Ansbach,"Onelspach, Onalspacen.",Her-bipol. dioc.,eccl. s. Gumperti,vic.,223,
10300074,Ansperg,"Onsperg, Omsberg, Homsber, Musberg",Bamberg. dioc.,capel. s. Viti,,"123, 334",
10300075,Antiochien,Antiochia,,,patr.,30,
10300077,Aosta,Augusten.,,,ep.,"49, 147, 242, 330, 361, 366",
10300078,Appenheim,,Magunt. dioc.,par. eccl.,,317,
10300079,Appenzell,Appenceller,,,rustici,330,
10300081,Aquileja,Aquilegien.,,,patr.,"12, 24, 125, 170, 287, 321, 352",
10300081,Aquileja,Aquilegien.,,eccl.,can.,"279, 287",
10300081,Aquileja,Aquilegien.,,eccl.,capit.,"278, 321, 352",
10300081,Aquileja,Aquilegien.,,eccl.,benef.,279,
10300081,Aquileja,Aquilegien.,,,presb.,"125, 278, 284, 321, 340",
10300081,Aquileja,Aquilegien.,,,cler.,"110, 192, 375",
10300081,Aquileja,Aquilegien.,,,scolar.,236,
10300081,Aquileja,Aquilegien.,,,armig.,"128, 176",
10300081,Aquileja,Aquilegien.,,,mil.,"42, 50, 107, 110, 167",
10300081,Aquileja,Aquilegien.,,,laici,125,
10300081,Aquileja,Aquilegien.,,,castella,12,
10300083,Aragon,,,,rex,334,
10300084,Arberg,,Eystet. dioc.,par. eccl.,,96,
10300085,Ardagger,Ardeac.,Patav. dioc.,eccl. s. Margarete,prepos.,170,
10300085,Ardagger,Ardeac.,Patav. dioc.,eccl. s. Margarete,can.,321,
10300087,Arezzo,Aretin.,,,ep.,113,
10300087,Arezzo,Aretin.,,,civit.,13,
10300089,Arheiligen,Arheilgen,Magunt. dioc.,capel. b. Marie Virg.,,54,
10300090,Arien,,,,ep.,90,
10300092,Armuth,Armud,Magunt. dioc.,capel. s. Catherine,,192,
10300093,Arnheim,Arnhemen.,Traiect. dioc.,eccl. s. Walburgis,prepos.,6,
10300093,Arnheim,Arnhemen.,Traiect. dioc.,eccl. s. Walburgis,decan.,"100, 258",
10300093,Arnheim,Arnhemen.,Traiect. dioc.,eccl. s. Walburgis,can.,"215, 225, 313, 347",
10300094,Arni,,Const. dioc.,par. eccl. s. Johannis bapt.,,186,
10300096,Arnoldstein,Arnoldstain,Aquil. dioc.,mon. o. s. B.,,192,
10300097,St. Arnual,de Sanctoarnuale,Meten. dioc.,eccl. s. Arnualis,can.,314,
10300098,Arsdorf,Aresdorf,Trev. dioc.,par. eccl.,,46,
10300099,Arth,Art,Const. dioc.,par. eccl.,,360,
10300100,Asbach,Aspach,Patav. dioc.,par. eccl.,,"213, 284",
10300101,Aschaffenburg,Aschaffinburg,Magunt. dioc.,eccl. ss. Petri et Alexandri,prepos.,88,
10300101,Aschaffenburg,Aschaffinburg,Magunt. dioc.,eccl. ss. Petri et Alexandri,can.,"28, 90, 114, 158, 195, 309, 310",
10300101,Aschaffenburg,Aschaffinburg,Magunt. dioc.,eccl. ss. Petri et Alexandri,capit.,88,
10300101,Aschaffenburg,Aschaffinburg,Magunt. dioc.,par. eccl. s. Agathe e. m.,,158,
10300102,Aschendorf,Asschendorpe,Osnab. dioc.,par. eccl.,,64,
10300103,Aschersleben,"Asschersleiben, Aschersleue",Halberst. dioc.,capel. s. Nicolai in castro,,"120, 130, 387",
10300106,Assisi,Assisinat.,,mon. s. Petri o. s. B.,abb.,288,
10300108,Athyra,Naturen.,,,ep.,110,
10300109,Attendorn,,Colon. dioc.,par. eccl.,,355,
10300110,Attenheim,Atensheim,Patav. dioc.,capel. hosp. paup.,,324,
10300111,Attenhofen,Attelkouen,Ratisp. dioc.,par. eccl.,,367,
10300113,Atting,Ating,Ratisp. dioc.,par. eccl.,,27,
10300115,Au,Ow,Const. dioc.,eccl. s. Georgii,can.,186,
10300115,Au,Aw,Frising. dioc.,eccl. filialis,,7,
10300117,Aub,"Augea, Auwe",Herbipol. dioc.,eccl. s. Marie o. s. A.,prepos.,281,
10300117,Aub,"Augea, Auwe",Herbipol. dioc.,mon. o. s. B.,,59,
10300118,Audorf,"Ousdorff, Oustorff",Salzb. dioc.,par. eccl.,,"129, 292",
10300119,Aue,? Oue,Traiect. dioc.,par. eccl.,,130,
10300120,Auerbach,Awrbach,Patav. dioc.,par. eccl.,,"187, 206",
10300124,Augsburg,Augusten.,,,ep. (el.),"7, 51, 52, 75, 76, 84, 88, 115, 125, 184, 199, 212, 213, 219, 298",
10300124,Augsburg,Augusten.,,,vic. episc.,"125, 184, 212",
10300124,Augsburg,Augusten.,,,mensa episc.,52,
10300124,Augsburg,Augusten.,,eccl.,prepos.,392,
10300124,Augsburg,Augusten.,,eccl.,decan.,135,
10300124,Augsburg,Augusten.,,eccl.,custod.,"51, 219",
10300124,Augsburg,Augusten.,,eccl.,dign.,311,
10300124,Augsburg,Augusten.,,eccl.,can.,"52, 88, 93, 96, 121, 135, 207, 212, 219, 311, 359, 376, 392",
10300124,Augsburg,Augusten.,,eccl.,capit.,"51, 199, 212",
10300124,Augsburg,Augusten.,,eccl.,alt.,212,
10300124,Augsburg,Augusten.,,eccl. s. Mauritii,,58,
10300124,Augsburg,Augusten.,,eccl. s. Mauritii,prepos.,392,
10300124,Augsburg,Augusten.,,eccl. s. Mauritii,decan.,"88, 125, 155, 183, 298",
10300124,Augsburg,Augusten.,,eccl. s. Mauritii,can.,"75, 88, 155, 207, 212, 268, 269, 392",
10300124,Augsburg,Augusten.,,eccl. s. Mauritii,capit.,155,
10300124,Augsburg,Augusten.,,capel. s. Gertrudis,,392,
10300124,Augsburg,Augusten.,,capel. s. Ottilie,,58,
10300124,Augsburg,Augusten.,,capel. s. Sepulcri,,359,
10300124,Augsburg,Augusten.,,mon. ss. Vlrici et Afre o. s. B.,abb.,58,
10300124,Augsburg,Augusten.,,mon. s. Vrsi e. m.,,58,
10300124,Augsburg,Augusten.,,,presb.,"84, 125, 155, 162, 184, 199, 298, 354, 360, 387",
10300124,Augsburg,Augusten.,,,cler.,"51, 62, 73, 84, 149, 189, 210, 219, 268, 269, 298, 303, 387",
10300124,Augsburg,Augusten.,,,subcollect.,"155, 212",
10300124,Augsburg,Augusten.,,,offic.,88,
10300124,Augsburg,Augusten.,,,armig.,298,
10300124,Augsburg,Augusten.,,,opid.,268,
10300124,Augsburg,Augusten.,,,laici,"51, 75, 362",
10300128,Autun,Eduen.,,,dioc.,180,
10300131,St. Avold,de Sanctonabore,Meten. dioc.,mon. s. Naboris o. s. B.,abb. e. conv.,42,
10300137,Azmannsdorf,Aczmanstorff,Magunt. dioc.,par. eccl.,,247,
10300138,Azum,Adlefsen,Halberst. dioc.,,archidiacon.,97,
10300139,Babenhausen,Babinhusen,Magunt. dioc.,par. eccl.,,368,
10300140,Babylonien,Babilonia,,,soldanus,305,
10300141,Baden,,Const. dioc.,hosp. paup.,,59,
10300141,Baden,,Const. dioc.,,marchio,"45, 64, 167, 223, 285, 333",
10300142,Badenheim,,Magunt. dioc.,par. eccl.,,116,
10300144,Balsamgau,Balsamia,Halberst. dioc.,,archidiacon.,105,
10300145,Bamberg,,,,ep.,"39, 61, 92, 93, 111, 123, 126, 151, 15, 189, 235, 241, 264",
10300145,Bamberg,,,,capellani episc.,123,
10300145,Bamberg,,,eccl.,decan.,273,
10300145,Bamberg,,,eccl.,can.,"39, 109, 12, 122, 123, 163, 165, 273, 302",
10300145,Bamberg,,,eccl.,capit.,"39, 92, 112, 151, 241, 273",
10300145,Bamberg,,,eccl.,vic.,"12, 127",
10300145,Bamberg,,,eccl.,alt.,"146, 151, 177",
10300145,Bamberg,,,eccl. s. Jacobi e. m.,prepos.,123,
10300145,Bamberg,,,eccl. s. Jacobi e. m.,decan.,123,
10300145,Bamberg,,,eccl. s. Jacobi e. m.,can.,"39, 96",
10300145,Bamberg,,,eccl. s. Jacobi e. m.,capit.,"12, 235",
10300145,Bamberg,,,eccl. s. Stephani e. m.,,61,
10300145,Bamberg,,,eccl. s. Stephani e. m.,prepos.,"61, 105, 123, 241",
10300145,Bamberg,,,eccl. s. Stephani e. m.,decan.,"61, 158, 197",
10300145,Bamberg,,,eccl. s. Stephani e. m.,can.,"39, 97, 105, 119, 159, 165, 374",
10300145,Bamberg,,,eccl. s. Stephani e. m.,capit.,"61, 241",
10300145,Bamberg,,,"eccl. b. Marie in Teuerstadt (Teurstat, Tew(e)rstat e. m.)",decan.,151,
10300145,Bamberg,,,"eccl. b. Marie in Teuerstadt (Teurstat, Tew(e)rstat e. m.)",vicedecan.,103,
10300145,Bamberg,,,"eccl. b. Marie in Teuerstadt (Teurstat, Tew(e)rstat e. m.)",can.,"39, 103, 111, 215",
10300145,Bamberg,,,"eccl. b. Marie in Teuerstadt (Teurstat, Tew(e)rstat e. m.)",capit.,103,
10300145,Bamberg,,,capel. s. Andree,,311,
10300145,Bamberg,,,mon. s. Clare ord. s. Clare,,61,
10300145,Bamberg,,,,presb.,"73, 93, 94, 295, 298",
10300145,Bamberg,,,,cler.,"39, 91, 110, 163, 241",
10300145,Bamberg,,,,collector,"137, 241",
10300145,Bamberg,,,,armig.,165,
10300145,Bamberg,,,,mil.,375,
10300145,Bamberg,,,,laici,"39, 51, 76, 162, 211, 245, 247, 274, 310, 314, 333",
10300146,Bar,Barren.,Tullen. dioc.,,dux,106,
10300148,Bardowieck,Bardewicen. Verden. seu,Halberst. dioc.,eccl. ss. Petri et Pauli,prepos.,389,
10300148,Bardowieck,Bardewicen. Verden. seu,Halberst. dioc.,eccl. ss. Petri et Pauli,decan.,"83, 84, 231",
10300148,Bardowieck,Bardewicen. Verden. seu,Halberst. dioc.,eccl. ss. Petri et Pauli,can.,"18, 82, 83, 84, 145, 183, 237, 389, 396",
10300148,Bardowieck,Bardewicen. Verden. seu,Halberst. dioc.,eccl. ss. Petri et Pauli,capit.,389,
10300148,Bardowieck,Bardewicen. Verden. seu,Halberst. dioc.,eccl. ss. Petri et Pauli,vic.,7,
10300149,Barendt,Barenthe,Pomezan. dioc.,par. eccl.,,240,
10300150,Basel,Basilien.,,,ep. (el.),"14, 16, 42, 78, 91, 181, 260, 332",
10300150,Basel,Basilien.,,,vic. gen.,260,
10300150,Basel,Basilien.,,eccl.,prepos.,312,
10300150,Basel,Basilien.,,eccl.,can.,"67, 73, 90, 114, 149, 181, 208, 319",
10300150,Basel,Basilien.,,eccl.,capit.,42,
10300150,Basel,Basilien.,,eccl.,alt. (capel.),"237, 312, 319",
10300150,Basel,Basilien.,,eccl. s. Petri,archidiacon.,90,
10300150,Basel,Basilien.,,eccl. s. Petri,thesaurar.,"90, 260",
10300150,Basel,Basilien.,,mon. s. Albani o. s. B.,prior,287,
10300150,Basel,Basilien.,,,presb.,259,
10300150,Basel,Basilien.,,,cler.,"73, 273",
10300150,Basel,Basilien.,,,puella litterata,"78, 272",
10300150,Basel,Basilien.,,,collector,"137, 241",
10300150,Basel,Basilien.,,,opid.,78,
10300150,Basel,Basilien.,,,civit.,337,
10300151,Bassel,Baselen,Meten. dioc.,mon. s. Johannis o. s. A.,capel. in eccl.,215,
10300152,Bathmen,Batman,Traiect. dioc.,par. eccl.,,351,
10300153,Bautzen,Budissin.,Misn. dioc.,eccl. s. Petri,prepos.,"242, 276, 344",
10300153,Bautzen,Budissin.,Misn. dioc.,eccl. s. Petri,cantor.,245,
10300153,Bautzen,Budissin.,Misn. dioc.,eccl. s. Petri,can.,"176, 181, 274",
10300153,Bautzen,Budissin.,Misn. dioc.,eccl. s. Petri,capit.,242,
10300153,Bautzen,Budissin.,Misn. dioc.,eccl. s. Petri,vic.,"242, 245, 390, 397",
10300154,Bayern,Bauaria,,,provinc. ord. Herem. s. A.,"25, 125, 137",
10300154,Bayern,Bauaria,,,dux,"13, 14, 16, 26, 31, 60, 81, 91, 114, 146, 191, 263, 267, 277, 279, 295, 391",
10300154,Bayern,Bauaria,,,ducissa,"14, 75, 271",
10300154,Bayern,Bauaria,,,vicedom. Inferioris-Bauarie,"160, 304",
10300154,Bayern,Bauaria,,,ducatus,267,
10300155,Bayeux,Baiocen.,,,el.,216,
10300156,Bayreuth,Peyerreut,Bamberg. dioc.,capel. s. Crucis,,304,
10300157,Beauvais,Beluacen.,,eccl.,decan.,268,
10300157,Beauvais,Beluacen.,,eccl.,can.,268,
10300159,Bebra,Bebracen.,Magunt. dioc.,eccl. ss. Justi et Clementis,decan.,148,
10300159,Bebra,Bebracen.,Magunt. dioc.,eccl. ss. Justi et Clementis,capit.,148,
10300159,Bebra,Bebracen.,Magunt. dioc.,eccl. ss. Justi et Clementis,vic.,"148, 225",
10300161,Beckum,Beken.,Monast. dioc.,eccl.,thesaurar.,213,
10300161,Beckum,Beken.,Monast. dioc.,eccl.,can.,213,
10300162,Bedburg,"Beydbur, Beydburreyfercheyt",Colon. dioc.,par. eccl.,,63,
10300162,Bedburg,"Beydbur, Beydburreyfercheyt",Colon. dioc.,dom. fr. ord. Herem.,,63,
10300163,Bederkesa,,Bremen. dioc.,par. eccl.,,293,
10300164,Beenhausen,Benhusen,Magunt. dioc.,par. eccl.,,159,
10300165,"Beelhem, Bethlehem","Belheim, Belheem",Traiect. dioc.,mon. o. s. A.,abb. et conv.,351,
10300165,"Beelhem, Bethlehem","Belheim, Belheem",Traiect. dioc.,mon. o. s. A.,monach.,140,
10300166,Beesd,Beesede,Traiect. dioc.,par. eccl.,,133,
10300167,Beeskow,Besekow,Misn. dioc.,eccl.,alt.,324,
10300169,Beinwil,Beinuiler,Basil. dioc.,mon. s. Vincentii o. s. B.,administrator,252,
10300171,Belbuck,Belbuk,Camin. dioc.,mon. Prem. ord.,monach.,253,
10300174,Bellelay,Bellilage,Basil. dioc.,mon. o.s.B.(Prem. ord.),abb.,"14, 145",
10300175,Belluno-Feltre,Bellunen. et Feltren.,,,mensa episc.,288,
10300175,Belluno-Feltre,Bellunen. et Feltren.,,,feuda,288,
10300179,Bentheim,Benthem,Traiect. dioc.,,cometa,145,
10300182,Berchtesgaden,"Berchtersgaden, Pertschaden",Salzb. dioc.,mon. o. s. A.,prepos.,"19, 63, 377",
10300182,Berchtesgaden,"Berchtersgaden, Pertschaden",Salzb. dioc.,mon. o. s. A.,capit.,63,
10300183,Berg,Monten.,,,dux,23,
10300184,Bergbieten,"Bergbuthenem, Berchbutenheim",Argent. dioc.,par. eccl.,,68,
10300185,Berge,Berghen,Osnab. dioc.,par. eccl.,,253,
10300186,Bergedorf,"Bergerdorpe, Bergherdorpe",Razeb. dioc.,par. eccl.,,"82, 148",
10300188,Berghausen,Berghusen,Spiren. dioc.,capel. s. Pancratii,,195,
10300190,Bergheim,"Perchen, Percheim al. Talkerchen, Talkirchen",Ratisp. dioc.,par. eccl.,,184,
10300191,Berka,,Magunt. dioc.,par. eccl.,,151,
10300192,Berlin,,Brandeb. dioc.,eccl. s. Nicolai,,252,
10300193,Berlinichen,Noua Berlin,Camin. dioc.,par. eccl.,,86,
10300194,Bermatingen,,Const. dioc.,par. eccl.,,"89, 96, 187",
10300195,Bernau,Bernow,Brandeb. dioc.,par. eccl.,,130,
10300196,Bernbach,Bernspach,August. dioc.,par. eccl.,,5,
10300197,Bernburg,Berneburg,Magdeb. dioc.,eccl.,alt.,324,
10300198,St. Bernhard,Mons Jouis,Sedun. dioc.,hosp. ss. Bernardi et Nicolai o. s. A.,prepos.,179,
10300198,St. Bernhard,Mons Jouis,Sedun. dioc.,hosp. ss. Bernardi et Nicolai o. s. A.,can.,179,
10300198,St. Bernhard,Mons Jouis,Sedun. dioc.,hosp. ss. Bernardi et Nicolai o. s. A.,conv.,179,
10300199,Bernhardszell,Cellabernhardi,Const. dioc.,par. eccl. s. Martini,,168,
10300200,Bernsdorf,Bernstorff,Misn. dioc.,par. eccl.,,276,
10300201,Bernstadt,Bernstad,Wratisl. dioc.,par. eccl.,,339,
10300203,Berschis,Berschina,Curien. dioc.,par. eccl.,,90,
10300204,Bersenbrück,Bersenburghe,Osnab. dioc.,mon. o. s. B.,abb. et conv.,270,
10300205,Berssen,Berson,Osnab. dioc.,eccl.,vic.,64,
10300206,Besancon,Bisuntin.,,mon. s. Pauli o. s. A.,can.,193,
10300206,Besancon,Bisuntin.,,,cler.,335,
10300208,Bessières,Becerie,Xancton. dioc.,dom. s. Antonii o. s. A.,preceptor.,60,
10300210,Bettmaringen,Betmaringen,Const. dioc.,par. eccl.,,69,
10300213,Bèziers,Biterren.,,par. eccl. s. Stephani Villenoue,,114,
10300214,Biberach,Bibracum,Const. dioc.,par. eccl.,,239,
10300215,Biberg,Biberc,Bamberg. dioc.,par. eccl.,,163,
10300216,Biblis,Bibelos,Magunt. dioc.,par. eccl.,,134,
10300217,Bielfeld,Biluelden.,Padeb. dioc.,eccl. b. Marie Nouiopidi,can.,"254, 255",
10300217,Bielfeld,Biluelden.,Padeb. dioc.,eccl. b. Marie Nouiopidi,vic.,"162, 221",
10300218,Bilk,Bilke,Colon. dioc.,par. eccl.,,38,
10300219,Billerbeck,"Bilrebeke, Belrebeke",Monast. dioc.,eccl.,decan.,65,
10300219,Billerbeck,"Bilrebeke, Belrebeke",Monast. dioc.,eccl.,capit.,65,
10300219,Billerbeck,"Bilrebeke, Belrebeke",Monast. dioc.,eccl.,capel.,65,
10300219,Billerbeck,"Bilrebeke, Belrebeke",Monast. dioc.,,archidiacon.,"65, 246",
10300220,Bingen,Pingwen.,Magunt. dioc.,eccl. s. Martini,prepos.,"95, 255",
10300220,Bingen,Pingwen.,Magunt. dioc.,eccl. s. Martini,decan.,"157, 260",
10300220,Bingen,Pingwen.,Magunt. dioc.,eccl. s. Martini,scholast.,250,
10300220,Bingen,Pingwen.,Magunt. dioc.,eccl. s. Martini,can.,"100, 116, 117, 157, 192, 243, 251, 260",
10300220,Bingen,Pingwen.,Magunt. dioc.,eccl. s. Martini,capit.,"157, 250, 260",
10300220,Bingen,Pingwen.,Magunt. dioc.,mon. Montissanciruperti Cist. ord. (o. s. B.),benef. in eccl.,"116, 117",
10300221,Binsfeld,Bynsuelt,Colon. dioc.,par. eccl.,,199,
10300223,Bir Seba,Bersabea,,,ep.,174,
10300224,Birkungen,Bergungin,Magunt. dioc.,par. eccl.,,29,
10300226,Bischhausen,Bischoffeshusen,Magunt. dioc.,par. eccl.,,399,
10300227,Bischofstein,Bischofstein,Trev. dioc.,eccl.,can.,234,
10300228,Bischofswerda,"Bischofwerde, By-schoffswerde",Misn. dioc.,par. eccl. b. Marie,,"28, 195, 288",
10300229,Bischofswerder,Bisschoffwerder,Pomezan. dioc.,par. eccl.,,60,
10300230,Bischofszell,Episcopaliscella,Const. dioc.,eccl. s. Pelagii,prepos.,94,
10300230,Bischofszell,Episcopaliscella,Const. dioc.,eccl. s. Pelagii,can.,"155, 262, 317",
10300231,Bislich,,Colon. dioc.,,curtis et decime,79,
10300231,Bislich,,Colon. dioc.,,predium Nouatera,79,
10300231,Bislich,,Colon. dioc.,,terra Vpdengrauen,79,
10300234,Blankenberghe,? Scarphout,Tornac. dioc.,par. eccl.,,47,
10300235,Blankenheim,Brankenheim,Magunt. dioc.,mon. o. s. A.,magistra et conv.,394,
10300236,St. Blasien,in Nigrasilua,Const. dioc.,mon. s. Blasii o. s. B.,abb. et conv.,69,
10300237,Blaubeuren,Blauburen,Const. dioc.,mon. o. s. B.,abb. et conv.,191,
10300238,Bleckenstedt,Blekenstede,Hildesem. dioc.,par. eccl.,,347,
10300239,Bleichenbach,Bleychenbach,Const. dioc.,par. eccl.,,155,
10300243,Blotnik,Blothmicza,Poznan. dioc.,,villa,357,
10300244,Bobenhausen,Bobenhusen,August. dioc.,par. eccl.,,312,
10300246,Böddeken,Budeken,Padeb. dioc.,mon. o. s. A.,prior et fr.,297,
10300247,Bodegraven,,Traiect. dioc.,par. eccl.,,"14, 43, 44",
10300249,Bodingen,Boydighen,Colon. dioc.,capel.,,313,
10300250,Böhmen,Boemia,,,rex,"23, 98, 111, 342, 375",
10300250,Böhmen,Boemia,,,regina,98,
10300250,Böhmen,Boemia,,,regnum,"17, 21, 54, 183, 211, 218, 267, 277",
10300252,Bolleschin,Boleszino,Gnezn. dioc.,par. eccl.,,30,
10300253,Bologna,Bononien.,,,legatus,70,
10300253,Bologna,Bononien.,,studium,,"6, 198, 212",
10300253,Bologna,Bononien.,,,mil.,"172, 180",
10300253,Bologna,Bononien.,,,domic.,53,
10300253,Bologna,Bononien.,,,civit.,"87, 129, 259, 288, 354",
10300255,Boltesberg,Monsboldensberg,Brandeb. dioc.,capel. b. Marie Virg.,,280,
10300256,Bolzum,Boltzem,Hildesem. dioc.,,villa,"71, 138",
10300257,Bonn,Bunnen.,Colon. dioc.,eccl. s. Cassii,prepos.,"12, 72, 152, 183, 237, 249, 310, 313",
