ort_id,Place,Name Variant,Diocese,Institution,Office,Column_num,Reference
10300591,Eitenhofen,Eytenhouen,Eystet. dioc.,par. eccl.,,249,
10300594,Elbing,Elbingen,Warmien. dioc.,,opid.,270,
10300595,Eldena,Hilda,Camin. dioc.,mon. Cist. ord.,abb. et conv.,85,
10300597,Ellenbach,Ellempach,Frising. dioc.,par. eccl.,,7,
10300598,Ellwangen,Elwangen,August. dioc.,mon. o. s. B.,abb.,244,
10300599,Elsass,Elsacia,,,bona eccl.,188,
10300600,Eltmann,Eltmein,Herbipol. dioc.,par. eccl.,,158,
10300601,Eltville,Eltuil,Magunt. dioc.,par. eccl.,,189,
10300602,Elver,Eluer,Paderb. dioc.,,ploghete seu additamentum,269,
10300603,Embrach,"Imbrac., Imbriacen., Emmeracen.",Const. dioc.,eccl. s. Petri,prepos.,239,
10300603,Embrach,"Imbrac., Imbriacen., Emmeracen.",Const. dioc.,eccl. s. Petri,can.,"73, 96, 226, 233",
10300605,Emde,Emeda,Monast. dioc.,par. eccl.,,358,
10300606,Emerfeld,"Emeruelt, Emeuelt",Const. dioc.,par. eccl.,,"147, 226",
10300607,Emmel,,Trev. dioc.,par. eccl.,,215,
10300609,Emmerich,Embricen.,Traiect. dioc.,eccl. s. Martini,decan.,"25, 317",
10300609,Emmerich,Embricen.,Traiect. dioc.,eccl. s. Martini,can.,"25, 104, 316, 317",
10300610,Emmingen,Emmyngen,Const. dioc.,par. eccl.,,287,
10300612,Ems,Aemps,Curien. dioc.,par. eccl.,,317,
10300613,Endorf,Endorff,Ratisp. dioc.,mon. o. s. B.,monach.,27,
10300614,Engel,Engelde,Magunt. dioc.,,curia,186,
10300616,Enger,Angarien.,Osnab. dioc.,eccl. s. Dionysii,,50,
10300616,Enger,Angarien.,Osnab. dioc.,eccl. s. Dionysii,can.,"44, 71, 106, 246, 327",
10300617,England,Anglia,,studium,,5,
10300617,England,Anglia,,,terra,"173, 185",
10300618,Enneberg,Enybergs,Brixin. dioc.,par. eccl.,,181,
10300619,Enns,Anasum,Patav. dioc.,par. eccl.,,"261, 262, 300",
10300620,Enslingen,Ensling,Eystet. dioc.,par. eccl. b. Marie Virg.,,110,
10300625,Eppendorf,Eppendorpe,Bremen. dioc.,par. eccl.,,201,
10300626,Eppstein,Eppensteyn,Magunt. dioc.,,castrum,396,
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,eccl. b. Marie,,11,
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,eccl. b. Marie,prepos.,"151, 230, 11, 24, 56, 97, 154, 156, 174, 192, 19, 225, 230, 243, 264, 346, 349, 355",
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,eccl. b. Marie,capit.,"151, 247",
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,eccl. b. Marie,vic.,"141, 142, 143, 157, 17, 217, 230, 253",
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,eccl. s. Seueri,prepos.,"89, 151, 230, 242, 243, 247, 296, 339, 343, 344, 35, 374",
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,eccl. s. Seueri,decan.,"96, 97",
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,eccl. s. Seueri,can.,"96, 97, 142, 143, 154, 195, 243, 315, 343, 34, 374",
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,eccl. s. Seueri,capit.,"151, 230, 374",
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,eccl. s. Seueri,vic.,"8, 389",
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,par. eccl. s. Andree,,132,
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,par. eccl. s. Bartholomei,,"89, 339",
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,par. eccl. s. Laurentii,,355,
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,par. eccl. s. Pauli,,374,
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,capel. b. Marie Magdalene,,355,
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,mon. Nouioperis (Neuwerk),priorissa et conv.,199,
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,mon. Nouioperis (Neuwerk),vic. in eccl.,"4, 156",
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,studium,,"6, 97",
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,,offic. seu provisor (provisor alld. aepisc.),"40, 89",
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,,opid.,"40, 137",
10300629,Erfurt,"Erfford, Erfordia",Magunt. dioc.,,domus,281,
10300631,Erharting,Erhardinga,Patav. dioc.,par. eccl.,,359,
10300633,Erkelenz,Erclens,Leod. dioc.,par. eccl.,,18,
10300634,Erlach,,Herbipol. dioc.,par. eccl.,,94,
10300635,Ermland,Warmien.,,,ep.,"50, 56, 60, 125, 126, 270, 277, 289",
10300635,Ermland,Warmien.,,eccl.,can.,"30, 41, 48, 49, 50, 56, 121, 288, 332, 353",
10300635,Ermland,Warmien.,,eccl.,capit.,"50, 56, 60, 125, 126, 277, 289, 363",
10300635,Ermland,Warmien.,,eccl.,vic.,"30, 42, 60, 90, 121, 208, 220, 363",
10300635,Ermland,Warmien.,,eccl.,alt.,125,
10300635,Ermland,Warmien.,,,cler.,"50, 56, 166, 277, 290, 392",
10300635,Ermland,Warmien.,,,laici,64,
10300636,Erpel,,Colon. dioc.,,alt. b. Marie,370,
10300637,Erstein,Ersthein,Argent. dioc.,par. eccl.,,"120, 192, 340",
10300637,Erstein,Ersthein,Argent. dioc.,mon. o. s. A. (o. s. B.),abb. et conv.,192,
10300637,Erstein,Ersthein,Argent. dioc.,mon. o. s. A. (o. s. B.),can.,"192, 340",
10300637,Erstein,Ersthein,Argent. dioc.,mon. o. s. A. (o. s. B.),capel.,"120, 202",
10300638,Eschau,"Eschowe, Escowe",Argent. dioc.,mon. o. s. B.,,37,
10300638,Eschau,"Eschowe, Escowe",Argent. dioc.,mon. o. s. B.,can.,200,
10300639,Eschenbergen,Esschinberg,Magunt. dioc.,capel. b. Marie,,357,
10300640,Eschershausen,Escerhusen,Magunt. dioc.,par. eccl.,,225,
10300641,Eschweiler,Eschwilre,Colon. dioc.,par. eccl.,,390,
10300643,Esplingerode,Espelingherode,Magunt. dioc.,capel.,,168,
10300644,Essen,Assinden.,Colon. dioc.,secul. eccl.,abbat.,"99, 272, 326, 328",
10300644,Essen,Assinden.,Colon. dioc.,secul. eccl.,prepos.,99,
10300644,Essen,Assinden.,Colon. dioc.,secul. eccl.,can.,"93, 99, 326",
10300644,Essen,Assinden.,Colon. dioc.,secul. eccl.,capit.,"326, 328",
10300644,Essen,Assinden.,Colon. dioc.,secul. eccl.,alt.,72,
10300644,Essen,Assinden.,Colon. dioc.,par. eccl. s. Johannis bapt.,,326,
10300645,Esslingen,Esszlingen,Const. dioc.,hosp. paup.,,112,
10300646,Etsch,Athesis,,,flumen,356,
10300647,Ettendorf,Ettendorff,Argent. dioc.,par. eccl.,,118,
10300648,Eutin,Oytin,Lubic. dioc.,eccl.,can.,190,
10300649,Everstein,Euersteyn,Traiect. dioc.,,castrum,115,
10300650,Ewattingen,Ebettingen,Const. dioc.,,decan.,115,
10300654,Faenza,Faventin.,,,ep.,25,
10300655,Fahr,Varemonasterium,Const. dioc.,mon. o. s. B.,prepos.,363,
10300656,Famenne,,Leod. dioc.,,archidiacon.,173,
10300657,Fano,Fani,,,. civit.,399,
10300658,Farrnbach,Farenbach,Bamberg. dioc.,par. eccl.,,93,
10300660,Feistritz,Fewstritz,Salzb. dioc.,par. eccl.,,291,
10300663,Ferchland,Berchlande,Havelb. dioc.,par. eccl.,,275,
10300664,Feuchtwangen,"Fewhewangen, Fewchwang, Fewhtwang, Fewhwacen.",August. dioc.,eccl. b. Marie,decan.,150,
10300664,Feuchtwangen,"Fewhewangen, Fewchwang, Fewhtwang, Fewhwacen.",August. dioc.,eccl. b. Marie,can.,"96, 109",
10300664,Feuchtwangen,"Fewhewangen, Fewchwang, Fewhtwang, Fewhwacen.",August. dioc.,eccl. b. Marie,capit.,150,
10300664,Feuchtwangen,"Fewhewangen, Fewchwang, Fewhtwang, Fewhwacen.",August. dioc.,eccl. b. Marie,vic.,150,
10300664,Feuchtwangen,"Fewhewangen, Fewchwang, Fewhtwang, Fewhwacen.",August. dioc.,par. eccl. s. Johannes,,205,
10300666,Filehne,Velen al. Lacus s. Marie,Poznan. dioc.,mon. Cist. ord.,,357,
10300667,Fischbachau,Vischpachaw,Frising. dioc.,mon. o. s. B.,,7,
10300668,Fischhausen,Vischusen,Sambien. dioc.,par. eccl. s. Nicolai,,358,
,Flandern,Flandria,Traiect. dioc.,,4 officia,291,
10300671,Flechtdorf,"Fleichtorp, Vlechtorp",Padeb. dioc.,mon. o. s. B.,monach.,"141, 206",
10300672,Flensburg,Vlensborch,Sleswic. dioc.,,civit.,337,
10300673,Fliess,Flies,Brixin. dioc.,par. eccl.,,126,
10300674,Floreffe,Floreffien.,Leod. dioc.,mon. Prem. ord.,abb.,77,
10300675,Florenz,Florentin.,,mon. s. Salvatoris de Septimo Cist. ord.,monach.,360,
10300675,Florenz,Florentin.,,studium,,6,
10300675,Florenz,Florentin.,,,miles,47,
10300675,Florenz,Florentin.,,,domic.,335,
10300675,Florenz,Florentin.,,,mercator,"49, 52, 61, 85, 163, 164, 209, 223, 268, 277, 348, 366",
10300675,Florenz,Florentin.,,,opid.,"53, 182, 209",
10300675,Florenz,Florentin.,,,civit.,"52, 171, 321",
10300676,St. Florian,de Sanctofloriano,Patav. dioc.,mon. s. Floriani,prepos.,17,
10300676,St. Florian,de Sanctofloriano,Patav. dioc.,mon. s. Floriani,can.,17,
10300676,St. Florian,de Sanctofloriano,Patav. dioc.,mon. s. Floriani,capit.,17,
10300676,St. Florian,de Sanctofloriano,Patav. dioc.,mon. s. Floriani,benef.,364,
10300677,Fonsdorf,Vanstorff,Salzb. dioc.,par. eccl.,,"201, 238",
10300679,Forchheim,Vorheim,Bamberg. dioc.,eccl. s. Martini,can.,"39, 103, 274",
10300680,Föring,Voring,Salzb. dioc.,par. eccl. s. Marie,,260,
10300681,Formbach,Wormpach,Patav. dioc.,mon. o. s. B.,abb.,"329, 365",
10300683,Fosse,Fossen.,Leod. dioc.,eccl. s. Foilani,can.,154,
10300684,le Fousseret,Fosseretum,Ruien. dioc.,par. eccl.,,325,
10300686,Frankenhausen,Franckenhusen,Magunt. dioc.,eccl. s. Jacobi,vic.,248,
10300687,Frankenstein,Frankenstein,Wratisl. dioc.,par. eccl.,,295,
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,eccl. s. Bartholomei,prepos.,"95, 273",
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,eccl. s. Bartholomei,decan.,22,
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,eccl. s. Bartholomei,scholast.,114,
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,eccl. s. Bartholomei,can.,"75, 137",
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,eccl. s. Bartholomei,capit.,273,
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,eccl. s. Bartholomei,vic.,"211, 273, 274",
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,eccl. s. Leonardi,capit.,203,
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,eccl. b. Marie in Monte,decan.,"211, 273, 274",
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,eccl. b. Marie in Monte,can.,"211, 274",
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,eccl. b. Marie in Monte,capit.,"273, 274",
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,eccl. bb. Marie et Georgii,decan.,203,
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,eccl. bb. Marie et Georgii,can.,211,
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,eccl. bb. Marie et Georgii,capit.,203,
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,eccl. bb. Marie et Georgii,vic.,251,
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,capel. s. Antonii,,327,
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,mon. s. Catherine Nouiopidi,alt.,85,
10300689,Frankfurt a. M,Fran(c)kford,Magunt. dioc.,,civit.,"304, 337",
10300690,Frankfurt a. O,Frankenuorde,Lubuc. dioc.,eccl.,alt.,324,
10300691,Frankreich,Francia,,,rex,"28, 267",
10300691,Frankreich,Francia,,,regnum,"21, 61, 63, 114, 203, 325",
10300692,Frascati,Tusculan.,,,ep.,323,
10300693,Frasslau,"Fratzlauia, Frasslaw",Aquil. dioc.,par. eccl.,,"24, 25, 125",
10300694,Frauenaurach,Frauwenaurach,Herbi-pol. dioc.,mon. o. s. A.,capel. in eccl.,87,
,Frauenchiemsee,Nunnenberd,Salz. dioc.,mon. o. s. B.,abbat. et conv.,293,
,Frauenchiemsee,Nunnenberd,Salz. dioc.,mon. o. s. B.,alt. in eccl.,293,
10300696,Frehlinghausen,Vralinchusen,Hilsem. dioc.,mon.,prepos.,361,
10300697,Freiberg,Fribergh,Misn. dioc.,par. eccl.,,344,
10300698,Freiburg i. Br,"Friburgh, Friborg Fryburg, Friburgum",Const. dioc.,par. eccl.,,140,
10300698,Freiburg i. Br,"Friburgh, Friborg Fryburg, Friburgum",Const. dioc.,dom. fr. ord. Min.,,115,
10300698,Freiburg i. Br,"Friburgh, Friborg Fryburg, Friburgum",Const. dioc.,dom. fr. ord. Pred.,prior,310,
10300698,Freiburg i. Br,"Friburgh, Friborg Fryburg, Friburgum",Const. dioc.,dom. Montissanctiohannis bap. Carthus. ord.,,115,
10300698,Freiburg i. Br,"Friburgh, Friborg Fryburg, Friburgum",Const. dioc.,,civit.,"115, 389",
10300699,Freising,Frisingen.,,,ep. (el.),"7, 53, 59, 80, 112, 153, 170, 261, 267, 378",
10300699,Freising,Frisingen.,,eccl.,prepos.,214,
10300699,Freising,Frisingen.,,eccl.,decan.,"119, 223",
10300699,Freising,Frisingen.,,eccl.,can.,"15, 19, 121, 128, 184, 205, 207, 211, 213, 214, 228, 262, 298, 361, 376, 378, 388, 392",
10300699,Freising,Frisingen.,,eccl.,cap.,"7, 59, 170, 211",
10300699,Freising,Frisingen.,,eccl. s. Andree,prepos.,"152, 153, 205, 273",
10300699,Freising,Frisingen.,,eccl. s. Andree,can.,"15, 92, 152, 153, 389",
10300699,Freising,Frisingen.,,eccl. s. Johannis Montisfrisingen,prepos.,170,
10300699,Freising,Frisingen.,,eccl. s. Viti e. m.,prepos.,170,
10300699,Freising,Frisingen.,,capel. s. Benedicti,,261,
10300699,Freising,Frisingen.,,,presb.,"94, 106, 206, 209, 245, 262, 354, 375, 392",
10300699,Freising,Frisingen.,,,cler.,"123, 244, 261, 275, 316, 359",
10300699,Freising,Frisingen.,,,subcollect.,"153, 298, 378",
10300699,Freising,Frisingen.,,,domic.,42,
10300700,Freistadt,"ob d. Ens, Freynstät",Patav. dioc.,par. eccl. s. Jacobi in Nouoforo,,12,
10300706,Friesach,Frisacen.,Salzb. dioc.,eccl. s. Bartholomei,prepos.,115,
10300706,Friesach,Frisacen.,Salzb. dioc.,eccl. s. Bartholomei,can.,"15, 152, 153, 388",
10300707,Friesenhofen,"Friesenhouen, Friesenhouen",Const. dioc.,par. eccl.,,"26, 181, 257",
10300708,Friesland,"Frisia, Frescha",,,terra,"145, 337",
10300709,Frigento,Frequentin.,,,ep.,178,
10300713,Fritzlar,Vritzlarien.,Magunt. dioc.,eccl. s. Petri,prepos.,8,
10300713,Fritzlar,Vritzlarien.,Magunt. dioc.,eccl. s. Petri,decan.,268,
10300713,Fritzlar,Vritzlarien.,Magunt. dioc.,eccl. s. Petri,can,"143, 150, 221, 243, 254, 299",
10300713,Fritzlar,Vritzlarien.,Magunt. dioc.,eccl. s. Petri,capit.,"8, 268",
10300713,Fritzlar,Vritzlarien.,Magunt. dioc.,eccl. s. Petri,vic.,"141, 142, 150",
10300713,Fritzlar,Vritzlarien.,Magunt. dioc.,capel. s. Johannis,,"65, 68",
10300714,Frommershausen,Frommershusen,Magunt. dioc.,par. eccl.,,159,
10300716,Fügenstall,Fugenstal,Eystet. dioc.,par. eccl.,,"78, 346",
10300717,Fulda,Herbipol. seu,Magunt. dioc.,mon. o. s. B.,abb. et conv.,"143, 150, 248",
10300717,Fulda,Herbipol. seu,Magunt. dioc.,mon. o. s. B.,capel. (vic.),169,
10300718,Fulgenstadt,Fulgenstat,Const. dioc.,par. eccl.,,193,
10300719,Fünfkirchen,Quinqueecclesien.,,eccl.,prepos.,"242, 251",
10300719,Fünfkirchen,Quinqueecclesien.,,,dioc.,115,
10300720,Fürholzen,Furholtz,Frising. dioc.,par. eccl.,,256,
10300721,Furnes,Furnen.,Morin. dioc.,eccl. s. Walburgis,can.,"117, 118",
10300722,Fürstenwalde,Forstenwalde,Lubic. dioc.,eccl.,vic.,195,
10300724,Gabsheim,Geispisheim,Magunt. dioc.,par. eccl.,,224,
10300725,Gadow,Gadaw,Misn. dioc.,par. eccl.,,"390, 397",
10300726,Gaesdonk,Gaesdunck prope Goch,Colon. dioc.,mon. o. s. A.,prior et conv.,297,
10300727,Gail,Gila,Aquil. dioc.,,villa,192,
10300729,St. Gallen,de Sanctogallo,Const. dioc.,eccl. s. Leonardi e. m.,,"168, 186",
10300729,St. Gallen,de Sanctogallo,Const. dioc.,par. eccl. s. Laurentii,,101,
10300729,St. Gallen,de Sanctogallo,Const. dioc.,mon. s. Galli o. s. B.,,"124, 140, 141",
10300729,St. Gallen,de Sanctogallo,Const. dioc.,mon. s. Galli o. s. B.,abb.,155,
10300729,St. Gallen,de Sanctogallo,Const. dioc.,mon. s. Galli o. s. B.,capel.,155,
10300729,St. Gallen,,Salzb. dioc.,hosp. s. Galli,,65,
10300733,Gand,? Ghan,Salzb. dioc.,par. eccl.,,14,
10300733,Gand,Ganden.,Tornac. dioc.,par. eccl. s. Johannis,,291,
10300735,Gandersheim,Gandersem,Hildesem. dioc.,mon.,abbat. et conv.,196,
10300735,Gandersheim,Gandersem,Hildesem. dioc.,mon.,can. in eccl.,160,
10300736,Gap,Vapincen.,,,ep.,199,
10300736,Gap,Vapincen.,,eccl.,capit.,199,
10300737,Garda-See,lacus Garda,Trident. dioc.,,ius piscandi,124,
10300738,Gargnano,G. Rippie,Trident. dioc.,,civit.,124,
10300739,Gaspoltshofen,"Gaspoltzhouen, Kas-paldshouen",Patav. dioc.,par. eccl.,,"90, 259",
10300741,Gatersleben,Gatirsleuben,Halberst. dioc.,,archidiacon.,274,
10300743,Gavnö,Gabene,Roskild. dioc.,mon. s. Agnetis in insula maris,,124,
10300745,Gebesee,Gebese,Magunt. dioc.,eccl. s. Crucis,vic.,339,
10300746,Geervliet,Ghe[e]ruliet,Traiect. dioc.,eccl. b. Marie,dec. ac capit.,255,
10300746,Geervliet,Ghe[e]ruliet,Traiect. dioc.,eccl. b. Marie,can.,"255, 402",
10300747,Geich,Geych,Colon. dioc.,capel. s. Nicolai,,182,
10300748,Geiern,Geyrn,Eystet. dioc.,capel. s. Bartholomei in castro,,"124, 368",
10300749,Geisenfeld,Geysenueit,Ratisp. dioc.,par. eccl. s. Emmerami,,222,
10300749,Geisenfeld,Geysenueit,Ratisp. dioc.,mon. o. s. B.,abb. et conv.,222,
10300750,Geisenhausen,Geysenhawsen,Frising. dioc.,par. eccl.,,"93, 135",
10300751,Geismar,Gheismaer e. m. Gottinghen.,Magunt. dioc.,par. eccl.,,160,
10300753,Geispolsheim,Gheyspolshem,Argent. dioc.,par. eccl.,,361,
10300754,Geistingen,Geystingen,Colon. dioc.,par. eccl.,,313,
10300755,Geldern,Gelria,,,dux,"106, 188, 235, 327",
10300756,Gengenbach,,Argent. dioc.,mon. o. s. B.,abb.,81,
10300758,Genstall,,Ratisp. dioc.,par. eccl.,,388,
10300759,St. Georgen,Hartkilich,Const. dioc.,par. eccl.,,115,
10300760,Georgenthal,Vallissanctigeorgii al. Clarauallis,Magunt. dioc.,mon. Cist. ord.,,357,
10300761,Gerblingerode,Gerwelingherode,Magunt. dioc.,capel. s. Anne,,168,
10300762,Gerlachshausen,,Herbipol. dioc.,par. eccl.,,127,
10300764,Gernrode,Gherenrode,Halberst. dioc.,eccl.,abbat. et capit.,"225, 322, 343",
10300764,Gernrode,Gherenrode,Hildesem. dioc.,par. eccl.,,"100, 131",
10300766,Gerzen,Gertzen,Ratisp. dioc.,par. eccl.,,323,
10300767,Geseke,Ghes[c]ke,Colon. dioc.,eccl. s. Ciriaci,abbat. et conv.,385,
10300767,Geseke,Ghes[c]ke,Colon. dioc.,eccl. s. Ciriaci,can.,385,
10300767,Geseke,Ghes[c]ke,Colon. dioc.,eccl. s. Ciriaci,vic.,326,
10300768,Getz,,Poznan. dioc.,par. eccl.,,396,
10300769,Geul,Goele,Leod. dioc.,par. eccl.,,169,
10300770,Gewitsch,Gewiczka,Olomuc. dioc.,dom. ord. Herem. s. A.,,25,
10300785,Gieboldehausen,Gheueldehusen,Magunt. dioc.,par. eccl.,,195,
10300786,Giengen,,August. dioc.,par. eccl.,,75,
10300786,Giengen,,August. dioc.,dom. apud. cimeterium o. s. B.,,75,
10300786,Giengen,,August. dioc.,,civit.,167,
10300787,Giesenhain,Gisenheim,Magunt. dioc.,par. eccl.,,285,
10300788,Giesenkirchen,Ghisenkirchen,Colon. dioc.,par. eccl.,,174,
10300789,Giessen-Oudkerk,Oudeghiessen,Traiect. dioc.,par. eccl.,,129,
10300790,Giethoorn,Giethorn,Traiect. dioc.,par. eccl.,,400,
10300792,Gimingen,Gymunghen,Meten. dioc.,par. eccl.,,283,
10300794,Glan,,Magunt. dioc.,,archipresbyt.,108,
10300795,Glandières,Glanderien.,Meten. dioc.,mon. o. s. B.,abb.,"86, 87",
10300795,Glandières,Glanderien.,Meten. dioc.,mon. o. s. B.,custod.,87,
10300795,Glandières,Glanderien.,Meten. dioc.,mon. o. s. B.,monach.,"86, 87",
10300795,Glandières,Glanderien.,Meten. dioc.,mon. o. s. B.,conv.,86,
10300796,Glane,,Osnab. dioc.,par. eccl.,,104,
10300797,Glarus,Vallis Claronen.,Const. dioc.,,"incole, decime",361,
10300798,Gleichen,Glichen,Herbipol. dioc.,,castrum,158,
10300799,"Glogau, Gross-",Glogouia maior,Wratisl. dioc.,eccl. b. Marie,,271,
10300799,"Glogau, Gross-",Glogouia maior,Wratisl. dioc.,,prepos.,279,
10300799,"Glogau, Gross-",Glogouia maior,Wratisl. dioc.,,scholast.,82,
10300799,"Glogau, Gross-",Glogouia maior,Wratisl. dioc.,,can.,"8, 41, 127, 257, 290",
10300799,"Glogau, Gross-",Glogouia maior,Wratisl. dioc.,,capit.,279,
10300800,"Glogau, Ober-",Glogouia superior,Wratisl. dioc.,eccl. s. Bartholomei,vic.,14,
10300802,Gluschin,"Gluschinen., Glusernia",Poznan. dioc.,eccl. s. Jacobi,prepos.,249,
10300802,Gluschin,"Gluschinen., Glusernia",Poznan. dioc.,eccl. s. Jacobi,can.,45,
10300803,Gmünd,"Gamundien., Ganden.",August. dioc.,hosp. s. Spiritus.,,124,
10300803,Gmünd,"Gamundien., Ganden.",August. dioc.,,civit.,124,
10300804,Gnesen,"Gneznen., Gniznen.",,,aep.,"47, 133, 199, 222, 281, 289, 294, 339",
10300804,Gnesen,"Gneznen., Gniznen.",,,administrator,47,
10300804,Gnesen,"Gneznen., Gniznen.",,,mensa aepisc.,"199, 222",
10300804,Gnesen,"Gneznen., Gniznen.",,eccl.,prepos.,"46, 133, 243, 294, 308",
10300804,Gnesen,"Gneznen., Gniznen.",,eccl.,decan.,"52, 309",
10300804,Gnesen,"Gneznen., Gniznen.",,eccl.,cantor.,314,
10300804,Gnesen,"Gneznen., Gniznen.",,eccl.,dign.,"37, 49, 102, 289, 338",
10300804,Gnesen,"Gneznen., Gniznen.",,eccl.,can.,"5, 37, 43, 47, 49, 69, 101, 102, 103, 133, 198, 288, 289, 294, 308, 333, 338, 339",
10300804,Gnesen,"Gneznen., Gniznen.",,eccl.,capit.,"47, 199, 294, 339",
10300804,Gnesen,"Gneznen., Gniznen.",,eccl.,vic.,"45, 47, 101, 244, 338, 339",
10300804,Gnesen,"Gneznen., Gniznen.",,eccl.,alt.,"42, 47, 101, 294, 309, 339, 358",
10300804,Gnesen,"Gneznen., Gniznen.",,eccl. s. Georgii in castro,,42,
10300804,Gnesen,"Gneznen., Gniznen.",,par. eccl. Laurentii in suburbio,,101,
10300804,Gnesen,"Gneznen., Gniznen.",,mon. s. Johannis o. s. A. e. m.,prepos.,322,
10300804,Gnesen,"Gneznen., Gniznen.",,,presb.,"37, 232, 322, 396",
10300804,Gnesen,"Gneznen., Gniznen.",,,cler.,"79, 101, 183, 233, 243, 244, 289, 302, 303, 309, 311, 314, 339",
10300804,Gnesen,"Gneznen., Gniznen.",,,collector,"22, 51, 57, 261, 399",
10300804,Gnesen,"Gneznen., Gniznen.",,,dioc.,"98, 281",
10300804,Gnesen,"Gneznen., Gniznen.",,,armig.,101,
10300804,Gnesen,"Gneznen., Gniznen.",,,mil.,"186, 284, 294, 357",
10300805,Goch,,Colon. dioc.,,civit.,297,
10300806,Göda,Godow,Misn. dioc.,par. eccl.,,28,
10300807,Godesberg,Gudesberg,Colon. dioc.,capel. superior castri,,348,
10300809,Goes,,Traiect. dioc.,par. eccl.,,"27, 343",
10300810,Goldberg,Goltberg,Wratisl. dioc.,par. eccl.,,364,
10300811,Gollhofen,Golnhouen,Herbipol. dioc.,par. eccl.,,218,
10300812,Gonobitz,"Gonobicz, Gonwitz",Aquil. dioc.,par. eccl. s. Georgii,,321,
10300813,Göritz,Goritz,Lubuc. dioc.,eccl. b. Marie,,134,
10300814,Görlitz,Gorlicz,Misn. dioc.,par. eccl. s. Nicolai e. m.,,134,
10300814,Görlitz,Gorlicz,Misn. dioc.,,civit.,134,
10300815,Görschen,Gorszen,Merseb. dioc.,par. eccl.,,274,
10300816,Görz,Goricia,,,comes,"19, 192, 210",
10300817,Gorze,"Gorzien., Gorsien.",Meten. dioc.,mon. o. s. B.,abb.,"158, 159, 196, 371",
10300817,Gorze,"Gorzien., Gorsien.",Meten. dioc.,mon. o. s. B.,monach.,"158, 159, 196",
10300817,Gorze,"Gorzien., Gorsien.",Meten. dioc.,mon. o. s. B.,conv.,"158, 159, 196",
10300818,Goslar,,Hildesem. dioc.,eccl. ss. Symonis et Jude,prepos.,172,
10300818,Goslar,,Hildesem. dioc.,eccl. ss. Symonis et Jude,decan.,150,
10300818,Goslar,,Hildesem. dioc.,eccl. ss. Symonis et Jude,can.,"133, 237, 349",
10300818,Goslar,,Hildesem. dioc.,eccl. ss. Symonis et Jude,capit.,172,
10300819,Gossau,Gassaw prope Gruenigen,Const. dioc.,par. eccl.,,331,
10300820,Gotha,Gothen.,Magunt. dioc.,eccl.,can.,"96, 150, 151",
10300821,Gottesthal,Vallis Dei,Basil. dioc.,mon. o. s. B.,,92,
10300822,Göttingen,Göttinghen,Magunt. dioc.,par. eccl. s. Johannes,,160,
10300822,Göttingen,Göttinghen,Magunt. dioc.,,civit.,160,
10300823,Göttweih,Chodwicum,Patav. dioc.,mon. o. s. B.,abb. et conv.,352,
10300824,Gourlis,?,,,dux,6,
10300825,Grabau,Grabaw,Gnezn. dioc.,par. eccl. Omniumsanctorum,,98,
10300826,Grabow,,Razeb. dioc.,capel. s. Spiritus,,172,
10300828,Gräfenroda,? Ghrebukesrode,Magunt. dioc.,capel.,,198,
